step,t_min,soc_true,p_batt_true,soc_reported,p_batt_reported,p_load_true,p_load_est,p_grid_true,p_grid_meas,meter_dropout,r1,r2,p_batt_hat,alarm_s1_threshold,alarm_s1_cusum,alarm_s1_ewma,alarm_s2_threshold,alarm_s2_cusum,alarm_s2_ewma,alarm_fuse,attack_active,attack_kind
10,10.0,0.4942105263157892,0.3,0.49424694931325514,0.29158378062593,0.8065429081048004,0.7369183661950862,0.5065429081048005,0.5915369275253166,False,-0.0003229145953887045,-0.1462023419561604,0.1453814386697696,False,False,False,False,False,False,False,False,A6_load_est_spoof
11,11.0,0.4936842105263155,0.3,0.49360262424423273,0.295415074179526,0.8071967192782016,0.8439965188018738,0.5071967192782016,0.45871657340644445,False,-0.0001260530090583194,0.08986487121590331,0.3852799453954293,False,False,False,False,False,False,False,False,A6_load_est_spoof
12,12.0,0.4931578947368418,0.3,0.49393749812363397,0.3065874566681385,0.8078503934364416,0.8888745141539287,0.5078503934364416,0.5210460031559923,False,0.0008727466103979661,0.06124105432979793,0.36782851099793645,False,False,False,False,False,False,False,False,A6_load_est_spoof
13,13.0,0.4926315789473681,0.3,0.49312526756440694,0.3206359041964827,0.8085039181345066,0.8654060425160767,0.5085039181345066,0.5516096800918615,False,-0.00024971142905775505,-0.006839541772267532,0.31379636242421516,False,False,False,False,False,False,False,False,A6_load_est_spoof
14,14.0,0.4921052631578944,0.3,0.49157620026045407,0.29830515094366383,0.8091572809302285,0.8005669970058829,0.5091572809302285,0.5187835517217081,False,-0.0010257249338762747,-0.016521705659489072,0.28178344528417476,False,False,False,False,False,False,False,False,A6_load_est_spoof
15,15.0,0.49157894736842067,0.3,0.49169055974799347,0.3004724514802377,0.8098104693845215,0.7238664776719864,0.5098104693845216,0.537043773861868,False,0.0006415041392591213,-0.11364974767011926,0.18682270381011845,False,False,False,False,False,False,False,False,A6_load_est_spoof
16,16.0,0.49105263157894696,0.3,0.49109132114589044,0.25481931492079,0.8104634710616189,0.79296117131528,0.5104634710616189,0.5468127695254278,False,-0.0001521871724174395,-0.008670913130937818,0.2461484017898522,False,False,False,False,False,False,False,False,A6_load_est_spoof
17,17.0,0.49052631578947326,0.3,0.49082684685955824,0.28147212015933265,0.8111162735293099,0.8111419228544807,0.51111627352931,0.45803290217837733,False,0.0002293364507894415,0.07163690051677074,0.3531090206761034,False,False,False,False,False,False,False,False,A6_load_est_spoof
18,18.0,0.48999999999999955,0.3,0.489598399821959,0.3350559356182762,0.8117688643591768,0.7467308522907278,0.5117688643591769,0.5550391536671733,False,-0.0006406296066899665,-0.14336423699472167,0.1916916986235545,False,False,False,False,False,False,False,False,A6_load_est_spoof
19,19.0,0.48947368421052584,0.3,0.489609591632317,0.2909994919012313,0.8124212311268307,0.8144562424969344,0.5124212311268308,0.49648115571840906,False,0.0005217172347460941,0.026975594877294007,0.3179750867785253,False,False,False,False,False,False,False,False,A6_load_est_spoof
20,20.0,0.48894736842105213,0.3,0.4886789366369255,0.2989904416033989,0.8130733614121488,0.8664704530914609,0.5130733614121488,0.48596760190141813,False,-0.00040611036099953886,0.08151240958664385,0.38050285119004273,False,False,False,False,False,False,False,False,A6_load_est_spoof
21,21.0,0.4884210526315784,0.3,0.48896105161957176,0.2740183303753141,0.8137252427995104,0.7131276671418721,0.5137252427995105,0.5157137420950262,False,0.0007628488955853897,-0.07660440532846813,0.19741392504684596,False,False,False,False,False,False,False,False,A6_load_est_spoof
22,22.0,0.4878947368421047,0.3,0.48801080064145863,0.30884262571334586,0.8143768628780337,0.7662641214872423,0.5143768628780336,0.600004648985475,False,-0.00040842181019498116,-0.14258315321157855,0.1662594725017673,False,False,False,False,False,False,False,False,A6_load_est_spoof
23,23.0,0.487368421052631,0.3,0.4875837948965194,0.30898860279490553,0.8150282092418115,0.8541897628290979,0.5150282092418115,0.49073763840285817,False,0.00011507952312198055,0.054463521631334166,0.3634521244262397,False,False,False,False,False,False,False,False,A6_load_est_spoof
24,24.0,0.4868421052631573,0.3,0.4871358515385736,0.34603193449055947,0.815679269490148,0.9234600155266398,0.515679269490148,0.5141311342539212,False,0.00015913021133589296,0.06329694678215914,0.4093288812727186,False,False,False,False,False,False,False,False,A6_load_est_spoof
25,25.0,0.4863157894736836,0.3,0.48536874271292724,0.3050427087479389,0.8163300312277947,0.9003928583744402,0.5163300312277948,0.42334598841390236,False,-0.001231946178720138,0.17200416121259893,0.4770468699605378,False,False,False,False,False,False,False,False,A6_load_est_spoof
26,26.0,0.4857894736842099,0.3,0.48630038586438284,0.28745997517062916,0.816980482065186,0.8901376620341761,0.516980482065186,0.45705527048993755,False,0.0014359588973689922,0.1456224163736094,0.43308239154423855,False,False,False,False,False,False,False,False,A6_load_est_spoof
27,27.0,0.4852631578947362,0.3,0.4852409472371719,0.3196772745970389,0.8176306096186757,0.8829048947383148,0.5176306096186758,0.546607116072109,False,-0.0004986013033564637,0.01662050406916693,0.3362977786662058,False,False,False,False,False,False,False,False,A6_load_est_spoof
28,28.0,0.48473684210526247,0.3,0.48373724004263474,0.33204331411520416,0.8182804015107722,0.978485712587622,0.5182804015107723,0.6246168028549691,False,-0.000921175064510511,0.02182559561744868,0.35386890973265284,False,False,False,False,False,False,False,False,A6_load_est_spoof
29,29.0,0.48421052631578876,0.3,0.4833950368644416,0.3332497362569798,0.8189298453703745,0.8476968206529928,0.5189298453703746,0.5371525865398706,False,0.0002424454819067968,-0.022705502143857637,0.31054423411312215,False,False,False,False,False,False,False,False,A6_load_est_spoof
30,30.0,0.48368421052631505,0.3,0.48195148136388566,0.29959735595028614,0.8195789288330078,0.6435206915293338,0.5195789288330077,0.547308671642067,False,-0.0009179461041519045,-0.20338533606301934,0.0962120198872668,False,False,False,False,False,False,False,False,A6_load_est_spoof
31,31.0,0.48315789473684134,0.3,0.483147985761181,0.32020470858764805,0.8202276395410585,0.8653407543330217,0.5202276395410586,0.5481800381724158,False,0.001758267043940347,-0.0030439924270421193,0.3171607161606059,False,False,False,False,False,False,False,False,A6_load_est_spoof
32,32.0,0.48263157894736763,0.3,0.4823790349253217,0.30586187295782885,0.8208759651440098,0.871657063321624,0.5208759651440098,0.44429768284175475,False,-0.0002323510587403187,0.12149750752204036,0.4273593804798692,False,False,False,False,False,False,False,False,A6_load_est_spoof
33,33.0,0.4821052631578939,0.3,0.4818065566481519,0.3004089282270362,0.8215238932986769,0.8773884563669392,0.521523893298677,0.4933374925623412,False,-4.5445069753921575e-05,0.08364203557756178,0.38405096380459797,False,False,False,False,False,False,False,False,A6_load_est_spoof
34,34.0,0.4815789473684202,0.3,0.48199506749900534,0.29365066347875174,0.8221714116694416,0.8620744654902488,0.5221714116694416,0.5405467212209993,False,0.0007036874534477196,0.02787708079049772,0.32152774426924946,False,False,False,False,False,False,False,False,A6_load_est_spoof
35,35.0,0.4810526315789465,0.3,0.48303587535446235,0.28625568882264835,0.8228185079284875,0.610114825196394,0.5228185079284875,0.5103212250146667,False,0.0015430108183037668,-0.186462088640921,0.09979360018172734,False,False,False,False,False,False,False,False,A6_load_est_spoof
36,36.0,0.4805263157894728,0.3,0.4798048751502215,0.3086202846916263,0.8234651697560347,0.8643722459464146,0.5234651697560346,0.606295501769598,False,-0.0026895611082906087,-0.05054354051480969,0.2580767441768166,False,False,False,False,False,False,False,False,A6_load_est_spoof
37,37.0,0.4799999999999991,0.3,0.479667135511762,0.32115249873385715,0.824111384840574,0.847362046508082,0.5241113848405741,0.5760806202437216,False,0.00042568579791565486,-0.04987107246949679,0.27128142626436036,False,False,False,False,False,False,False,False,A6_load_est_spoof
38,38.0,0.4794736842105254,0.3,0.47998211845039274,0.28811030937077764,0.8247571408791017,0.8417384539956524,0.5247571408791016,0.544145357227772,False,0.0008204396217373753,0.009482787397102732,0.29759309676788037,False,False,False,False,False,False,False,False,A6_load_est_spoof
39,39.0,0.4789473684210517,0.3,0.4795972595302436,0.33556964611845375,0.8254024255773538,0.8837018667273011,0.5254024255773537,0.4895749139084836,False,0.00020385975725168456,0.05855730670036374,0.3941269528188175,False,False,False,False,False,False,False,False,A6_load_est_spoof
40,40.0,0.47842105263157797,0.3,0.4779407431096489,0.33036513883787716,0.8260472266500396,0.8546694075999703,0.5260472266500396,0.4865201310537344,False,-0.0010769284577212537,0.03778413770835881,0.36814927654623597,False,False,False,False,False,False,False,False,A6_load_est_spoof
41,41.0,0.47789473684210426,0.3,0.4768248222675456,0.29136241622626313,0.8266915318210764,0.8474695219652434,0.5266915318210763,0.4373962194779727,False,-0.0006047587083730378,0.11871088626100756,0.4100733024872707,False,False,False,False,False,False,False,False,A6_load_est_spoof
42,42.0,0.47736842105263055,0.3,0.47689264864747566,0.29998379334133574,0.8273353288238222,0.8761756496577326,0.5273353288238223,0.5451982422676744,False,0.000594113736669266,0.030993614048722473,0.3309774073900582,False,False,False,False,False,False,False,False,A6_load_est_spoof
43,43.0,0.47684210526315685,0.3,0.47634114854594456,0.32752801121243963,0.8279786054013102,0.9308813801106415,0.5279786054013103,0.43313347840805033,False,2.3110444455636697e-05,0.17021989049015152,0.49774790170259114,False,False,False,False,False,False,False,False,A6_load_est_spoof
44,44.0,0.47631578947368314,0.3,0.47505596713901777,0.3237850281929687,0.8286213493064818,0.9168146461187728,0.5286213493064817,0.5532256094832193,False,-0.0007171374978163227,0.039804008442584804,0.36358903663555353,False,False,False,False,False,False,False,False,A6_load_est_spoof
45,45.0,0.47578947368420943,0.3,0.4755611415831342,0.3071799756420862,0.8292635483024193,0.9781114773686287,0.5292635483024193,0.44026392934388214,False,0.0010440866820849797,0.23066757238266034,0.5378475480247465,False,False,False,False,False,False,False,False,A6_load_est_spoof
46,46.0,0.4752631578947357,0.3,0.4750856020432445,0.30926610357424245,0.8299051901625796,0.8363033012165908,0.5299051901625795,0.5756756081171976,False,6.703257164410083e-05,-0.04863841047484929,0.26062769309939315,False,False,False,False,False,False,False,False,A6_load_est_spoof
47,47.0,0.474736842105262,0.3,0.47352017663934,0.3173020291997959,0.8305462626710267,0.6920942485849397,0.5305462626710267,0.5755419694685269,False,-0.0010087551772382216,-0.20074975008338303,0.11655227911641286,False,False,False,False,False,False,False,False,A6_load_est_spoof
48,48.0,0.4742105263157883,0.3,0.47532355456194625,0.3121142358811898,0.8311867536226639,0.8320475148423181,0.531186753622664,0.5083660030966435,False,0.0023509467574855444,0.011567275864484805,0.3236815117456746,False,False,False,False,False,False,False,False,A6_load_est_spoof
49,49.0,0.4736842105263146,0.3,0.4728621649496852,0.3129201858333081,0.831826650823467,0.7603051982361747,0.531826650823467,0.5800758674286451,False,-0.0019124068300973573,-0.13269085502577854,0.18022933080752956,False,False,False,False,False,False,False,False,A6_load_est_spoof
50,50.0,0.4731578947368409,0.3,0.4725319274351035,0.2892401693469557,0.8324659420907154,0.860215999793705,0.5324659420907154,0.4652681006979887,False,0.00017720137900948426,0.10570772974876064,0.3949478990957163,False,False,False,False,False,False,False,False,A6_load_est_spoof
51,51.0,0.4726315789473672,0.3,0.47388868016977326,0.2903464862347759,0.8331046152532252,0.6863917013383587,0.5331046152532253,0.6064263110810355,False,0.001866132535081618,-0.2103810959774527,0.07996539025732319,False,False,False,False,False,False,False,False,A6_load_est_spoof
52,52.0,0.4721052631578935,0.3,0.4730518712514464,0.2653686580698307,0.8337426581515798,0.8815359672946464,0.5337426581515798,0.5314348121866332,False,-0.00037124986908156424,0.08473249703818253,0.3501011551080132,False,False,False,False,False,False,False,False,A6_load_est_spoof
53,53.0,0.47157894736841977,0.3,0.47179438199238494,0.29194624366478095,0.8343800586383622,0.9172598187808543,0.5343800586383622,0.5083902802054528,False,-0.0007453028666670869,0.11692329491062048,0.4088695385754014,False,False,False,False,False,False,False,False,A6_load_est_spoof
54,54.0,0.47105263157894606,0.3,0.4700231702404639,0.320508345427122,0.8350168045783859,0.9400697014921156,0.5350168045783859,0.474894443467615,False,-0.0012089164090664203,0.14466691259737857,0.46517525802450055,False,False,False,False,False,False,False,False,A6_load_est_spoof
55,55.0,0.47052631578947235,0.3,0.4693465692812125,0.27665071075742526,0.835652883848926,0.9220663262622859,0.5356528838489261,0.5456130211844052,False,-0.00019124883511559396,0.0998025943204554,0.37645330507788066,False,False,False,False,False,False,False,False,A6_load_est_spoof
56,56.0,0.46999999999999864,0.3,0.47107563494639526,0.2883789689112586,0.8362882843399502,0.6894531095066119,0.5362882843399501,0.5172922789796732,False,0.0022349936808165587,-0.11621813838431994,0.17216083052693865,False,False,False,False,False,False,False,False,A6_load_est_spoof
57,57.0,0.46947368421052493,0.3,0.46917227396966976,0.2611776444431791,0.836922993954349,0.7784125270720043,0.536922993954349,0.4832577649248788,False,-0.0014451545829655356,0.03397711770394635,0.29515476214712544,False,False,False,False,False,False,False,False,A6_load_est_spoof
58,58.0,0.4689473684210512,0.3,0.4693832967157226,0.30646336715378025,0.8375570006081663,0.8557046006299174,0.5375570006081662,0.4578879561961906,False,0.0007486777761471871,0.09135327727994652,0.3978166444337268,False,False,False,False,False,False,False,False,A6_load_est_spoof
59,59.0,0.4684210526315775,0.3,0.4695257611308001,0.27335030299010316,0.8381902922308292,0.8559089217272488,0.5381902922308293,0.5044063252980133,False,0.0006220263501478375,0.07815229343913227,0.3515025964292354,False,False,False,False,False,False,False,False,A6_load_est_spoof
60,60.0,0.4678947368421038,0.3,0.46667581826423044,0.31288793895689004,0.8388228567653782,0.8543915851931261,0.5388228567653781,0.3732622593157582,False,-0.002301016657873345,0.16824138692047785,0.4811293258773679,False,False,False,False,False,False,False,False,A6_load_est_spoof
61,61.0,0.4673684210526301,0.3,0.46723805744671687,0.3010255430115009,0.8394546821686962,0.7960168182532578,0.5394546821686963,0.5192315733239726,False,0.0010903541702259102,-0.024240298082215783,0.27678524492928513,False,False,False,False,False,False,False,False,A6_load_est_spoof
62,62.0,0.4668421052631564,0.3,0.4669506272179796,0.2785723543314791,0.8400857564117385,0.8563043929075941,0.5400857564117385,0.5072227635314556,False,0.00020129319991443338,0.07050927504465943,0.3490816293761385,False,False,False,False,False,False,False,False,A6_load_est_spoof
63,63.0,0.4663157894736827,0.3,0.46566954121033527,0.2868085667751485,0.8407160674797611,0.8642018461062627,0.5407160674797611,0.6177477994804885,False,-0.0007779130834773893,-0.040354520149374296,0.2464540466257742,False,False,False,False,False,False,False,False,A6_load_est_spoof
64,64.0,0.465789473684209,0.3,0.46646482499437475,0.3237154877206344,0.8413456033725499,0.8348986234428022,0.5413456033725499,0.5338829320600542,False,0.0013632056923212946,-0.022699796337886435,0.301015691382748,False,False,False,False,False,False,False,False,A6_load_est_spoof
65,65.0,0.46526315789473527,0.3,0.4679420498174601,0.28036248142025927,0.8419743521046489,0.8727883969878325,0.541974352104649,0.5868907522361392,False,0.0019690888255770598,0.0055351633314340565,0.2858976447516933,False,False,False,False,False,False,False,False,A6_load_est_spoof
66,66.0,0.46473684210526156,0.3,0.4657630189439688,0.26655392965199315,0.8426023017055885,0.7424565955690323,0.5426023017055885,0.5433192541893545,False,-0.0017113924004176335,-0.06741658827231528,0.19913734137967787,False,False,False,False,False,False,False,False,A6_load_est_spoof
67,67.0,0.46421052631578785,0.3,0.4661278769609945,0.2901374109153066,0.8432294402201135,0.8792144278506758,0.5432294402201134,0.5349996430720713,False,0.0008738710186314832,0.05407737386329797,0.34421478477860457,False,False,False,False,False,False,False,False,A6_load_est_spoof
68,68.0,0.46368421052631414,0.3,0.46536857619231475,0.3082984169332253,0.8438557557084105,0.9010063940053021,0.5438557557084105,0.5718243867625017,False,-0.00021842635300742415,0.02088359030957515,0.32918200724280045,False,False,False,False,False,False,False,False,A6_load_est_spoof
69,69.0,0.46315789473684044,0.3,0.4630491943746823,0.33420877369158275,0.8444812362463356,0.9051930976592102,0.5444812362463356,0.48366335536368316,False,-0.0017330506357174135,0.08732096860394428,0.42152974229552703,False,False,False,False,False,False,False,False,A6_load_est_spoof
70,70.0,0.46263157894736673,0.3,0.463431207979673,0.2652279644649892,0.8451058699256411,0.8113315232479582,0.545105869925641,0.4763993237925672,False,0.0008473258233503687,0.06970423499040179,0.334932199455391,False,False,False,False,False,False,False,False,A6_load_est_spoof
71,71.0,0.462105263157893,0.3,0.46185804483760856,0.28645394106624733,0.8457296448542017,0.8051873296160547,0.5457296448542017,0.5414961695508578,False,-0.001070612368264026,-0.022762781001050447,0.2636911600651969,False,False,False,False,False,False,False,False,A6_load_est_spoof
72,72.0,0.4615789473684193,0.3,0.4612819655409756,0.3102525781187265,0.8463525491562421,0.8775954701160521,0.5463525491562422,0.5492127300217411,False,-3.1776528003602824e-05,0.018130161975584536,0.328382740094311,False,False,False,False,False,False,False,False,A6_load_est_spoof
73,73.0,0.4610526315789456,0.3,0.4619314631688658,0.26084022553958175,0.8469745709725625,0.9030247191292465,0.5469745709725624,0.4680568268591341,False,0.0011071120586613793,0.1741276667305307,0.43496789227011246,False,False,False,False,False,False,False,False,A6_load_est_spoof
74,74.0,0.4605263157894719,0.3,0.4614824111534747,0.31927254822342815,0.8475956984607639,0.8553803801322305,0.547595698460764,0.4935929606985749,False,0.000111075262193879,0.042514871210227456,0.3617874194336556,False,False,False,False,False,False,False,False,A6_load_est_spoof
75,75.0,0.4599999999999982,0.3,0.4593042936457232,0.3246337395724423,0.8482159197954743,0.8484054923267899,0.5482159197954743,0.5945625810343262,False,-0.0016085846313086058,-0.07079082827997868,0.2538429112924636,False,False,False,False,False,False,False,False,A6_load_est_spoof
76,76.0,0.4594736842105245,0.3,0.4582952953000195,0.30641128993692685,0.8488352231685735,0.9007554405676008,0.5488352231685736,0.6416058844776972,False,-0.0004714346791477146,-0.0472617338470232,0.25914955608990364,False,False,False,False,False,False,False,False,A6_load_est_spoof
77,77.0,0.45894736842105077,0.3,0.4595428288238434,0.27701759585472824,0.8494535967894181,1.0492567468330298,0.5494535967894181,0.4813725148525401,False,0.0017335293060251737,0.2908666361257615,0.5678842319804898,False,False,False,False,False,False,False,False,A6_load_est_spoof
78,78.0,0.45842105263157706,0.3,0.4610356299136738,0.3181582274106043,0.8500710288850657,0.8711288396773282,0.5500710288850656,0.5679019074007967,False,0.002050973418620943,-0.014931295134072764,0.3032269322765315,False,False,False,False,False,False,False,False,A6_load_est_spoof
79,79.0,0.45789473684210336,0.3,0.4566451689071652,0.31217898907671676,0.8506875077004991,0.8774152247255738,0.5506875077004991,0.6211464890707097,False,-0.0038427785695318876,-0.055910253421852685,0.2562687356548641,False,False,False,False,False,False,False,False,A6_load_est_spoof
80,80.0,0.45736842105262965,0.3,0.4577166886151317,0.31559641262189136,0.8513030214988504,0.8387646926298413,0.5513030214988504,0.5381654659833597,False,0.001625197624846995,-0.014997185975409721,0.30059922664648164,False,False,False,False,False,False,False,False,A6_load_est_spoof
81,81.0,0.45684210526315594,0.3,0.45577603657224175,0.30412034203766375,0.851917558561624,0.8368277079324296,0.551917558561624,0.5601696856533294,False,-0.001407107583174757,-0.027462319758563558,0.2766580222791002,False,False,False,False,False,False,False,False,A6_load_est_spoof
82,82.0,0.45631578947368223,0.3,0.456775542728355,0.3085587338778942,0.8525311071889201,0.7817969858233931,0.5525311071889201,0.5766714742946363,False,0.0015408372681797533,-0.10343322234913738,0.2051255115287568,False,False,False,False,False,False,False,False,A6_load_est_spoof
83,83.0,0.4557894736842085,0.3,0.4566098385191981,0.26874160044776935,0.8531436556996574,0.9460942470261425,0.5531436556996574,0.592087006047632,False,0.0003057722828567276,0.0852656405307412,0.35400724097851055,False,False,False,False,False,False,False,False,A6_load_est_spoof
84,84.0,0.4552631578947348,0.3,0.45567307098322796,0.3166262897693729,0.8537551924317951,0.8013759343094004,0.5537551924317952,0.5784422728645952,False,-0.0003812828170765255,-0.0936926283245677,0.2229336614448052,False,False,False,False,False,False,False,False,A6_load_est_spoof
85,85.0,0.4547368421052611,0.3,0.4553290975585686,0.33197801881522615,0.8543657057425553,0.9478020187358238,0.5543657057425553,0.5150251430115773,False,0.00023844415220945715,0.10079885690902035,0.4327768757242465,False,False,False,False,False,False,False,False,A6_load_est_spoof
86,86.0,0.4542105263157874,0.3,0.45433725743630266,0.32769424018932136,0.8549751840086446,0.9392309610986398,0.5549751840086445,0.5139818241705287,False,-0.000416937946495202,0.0975548967387897,0.42524913692811106,False,False,False,False,False,False,False,False,A6_load_est_spoof
87,87.0,0.4536842105263137,0.3,0.4551180335542044,0.2778125197711403,0.8555836156264754,0.7730571038725667,0.5555836156264755,0.6047966516807541,False,0.001268166503465131,-0.10955206757932778,0.16826045219181252,False,False,False,False,False,False,False,False,A6_load_est_spoof
88,88.0,0.45315789473684,0.3,0.4512900528800342,0.2825927879511701,0.8561909890123869,0.8655827049413973,0.5561909890123868,0.618346454282037,False,-0.0033322038532032075,-0.03535653729180982,0.24723625065936028,False,False,False,False,False,False,False,False,A6_load_est_spoof
89,89.0,0.4526315789473663,0.3,0.45198858208902293,0.2965147555775216,0.856797292602865,0.7365784415458989,0.556797292602865,0.5216900133273197,False,0.0012187305345633178,-0.08162632735894237,0.21488842821857923,False,False,False,False,False,False,False,False,A6_load_est_spoof
90,90.0,0.45210526315789257,0.3,0.45152033684845155,0.3181425822531076,0.8574025148547635,0.8674779972275368,0.5574025148547634,0.5772077857655057,False,8.989964057442841e-05,-0.027872370791076462,0.29027021146203114,False,False,False,False,False,False,False,False,A6_load_est_spoof
91,91.0,0.45157894736841886,0.3,0.4514615387701049,0.28534652364053814,0.8580066442455231,0.9728221222267363,0.5580066442455232,0.5884729522909894,False,0.00044180985786483693,0.09900264629520872,0.38434916993574686,False,False,False,False,False,False,False,False,A6_load_est_spoof
92,92.0,0.45105263157894515,0.3,0.45009734685728214,0.30972646929866865,0.8586096692733911,0.8880958871010329,0.5586096692733911,0.5937143804106007,False,-0.0008208121421233578,-0.015344962608236368,0.2943815066904323,False,False,False,False,False,False,False,False,A6_load_est_spoof
93,93.0,0.45052631578947144,0.3,0.44830161704130383,0.28595146151311973,0.8592115784576402,0.8330740098765926,0.5592115784576401,0.529294317288294,False,-0.0012940605852535371,0.01782823107517889,0.3037796925882986,False,False,False,False,False,False,False,False,A6_load_est_spoof
94,94.0,0.44999999999999774,0.3,0.4497471617079032,0.30803004035576514,0.8598123603387869,0.9345325359127024,0.559812360338787,0.5811779624009902,False,0.0019859482461708697,0.04532453315594703,0.3533545735117122,False,False,False,False,False,False,False,False,A6_load_est_spoof
95,95.0,0.449473684210524,0.3,0.4485963875654023,0.2915339189705588,0.8604120034788106,0.9187441589134007,0.5604120034788107,0.5126593550747817,False,-0.0006393111267630431,0.1145508848680602,0.406084803838619,False,False,False,False,False,False,False,False,A6_load_est_spoof
96,96.0,0.4489473684210503,0.3,0.4493867710124994,0.31125254044865547,0.8610104964613701,0.8838711005529442,0.56101049646137,0.5812736909661905,False,0.0013364405356035003,-0.008655130861901839,0.30259740958675363,False,False,False,False,False,False,False,False,A6_load_est_spoof
97,97.0,0.4484210526315766,0.3,0.4489704325701055,0.33367489628578684,0.8616078278920216,0.9166236587028501,0.5616078278920216,0.47871462407886456,False,0.00016905611249342994,0.10423413833819872,0.43790903462398556,False,False,False,False,False,False,False,False,A6_load_est_spoof
98,98.0,0.4478947368421029,0.3,0.446604343296136,0.3120619250609899,0.8622039863984359,0.859287735850102,0.5622039863984358,0.5212973703994508,False,-0.0018186122124589652,0.0259284403896613,0.3379903654506512,False,False,False,False,False,False,False,False,A6_load_est_spoof
99,99.0,0.4473684210526292,0.3,0.44455414082557293,0.2741156258097716,0.8627989606306142,0.9845958579616108,0.5627989606306143,0.632826732139679,False,-0.0015692978638792796,0.07765350001216015,0.35176912582193176,False,False,False,False,False,False,False,False,A6_load_est_spoof
100,100.0,0.4468421052631555,0.3,0.44786631043600045,0.28789218527930377,0.8633927392611049,0.9204881112516328,0.5633927392611049,0.6455170388274397,False,0.0038172436196894544,-0.012921112855110717,0.27497107242419305,False,False,False,False,False,False,False,False,A6_load_est_spoof
101,101.0,0.4463157894736818,0.3,0.44671901634621364,0.30240577777184696,0.8639853109852188,0.7912422570082811,0.5639853109852189,0.5413102963236782,False,-0.0006167576375554996,-0.05247381708724408,0.24993196068460288,False,False,False,False,False,False,False,False,A6_load_est_spoof
102,102.0,0.44578947368420807,0.3,0.4452943871036445,0.31427461536716506,0.8645766645212443,0.8854033491824855,0.5645766645212442,0.5413102963236782,True,-0.0008732702682407823,0.029818437491642258,0.3440930528588073,False,False,False,False,False,False,False,False,A6_load_est_spoof
103,103.0,0.44526315789473436,0.3,0.44577199552389846,0.3087983774811842,0.8651667886106627,0.8722217984740647,0.5651667886106626,0.5949373877006103,False,0.001019359959694635,-0.03151396670772988,0.27728441077345434,False,False,False,False,False,False,False,False,A6_load_est_spoof
104,104.0,0.44473684210526065,0.3,0.44569365195560284,0.3322764941352973,0.8657556720183617,0.8649025284007406,0.5657556720183616,0.5994102126806399,False,0.0005045976494856098,-0.06678417841519663,0.2654923157201007,False,False,False,False,False,False,False,False,A6_load_est_spoof
